draw_index,delta_rank
0,-0.0025629048330841897
1,0.0042227204783258365
2,0.001368647234678555
3,0.0032698056801195863
4,0.010506975585450995
5,1.5570503240081024e-06
6,-0.0010369955156950272
7,-0.001768809167912222
8,-0.0032277653213751423
9,-0.0035313901345291887
10,0.0076108619830594915
11,0.0020942326856003834
12,0.0021362730443447164
13,0.001367090184354769
14,-0.0010883781763826317
15,0.008987294469357088
16,0.008761522172396563
17,-0.003075174389636226
18,-0.004373754359741078
19,-0.00297085201793712
20,0.011290171898355905
21,-0.0007489412057797296
22,-0.00042196063776778203
23,-0.0012783383158944117
24,0.008392501245640394
25,-0.003578101644245102
26,-0.0024134280019930676
27,0.005072869955156989
28,-9.186596910815137e-05
29,0.0005527528649724722
30,-0.003788303437967211
31,0.003687095166915788
32,0.0020957897359243916
33,-0.0027108246138515257
34,0.005004359740906961
35,-0.00130792227204779
36,0.005051071250622763
37,0.0043052441454909385
38,-0.006081838565022424
39,0.007209142999501594
40,0.005661434977578539
41,0.0005153836571998305
42,0.0048579970104633
43,-0.0017438963627303128
44,0.006488228699551679
45,-0.0004593298455406458
46,0.0017220976581963088
47,0.003892625809666206
48,0.00433327105132042
49,0.008342675635276575
50,0.004373754359740856
51,0.0017594668659690615
52,0.0032137518684602906
53,-0.001286123567513564
54,-0.0007613976083707952
55,-0.003139013452914896
56,-0.0018778026905830192
57,-0.001961883408071574
58,0.01090713751868444
59,-0.003036248131539576
60,0.007453599900348884
61,0.0012035999003487952
62,-0.000926444942700666
63,0.002022608370702672
64,0.0023963004484303108
65,0.009533819133034416
66,0.001244083208769342
67,-0.0011319755854508617
68,0.0036917663178874793
69,-0.0028556302939710676
70,-0.003912867463876535
71,-0.004246076233183738
72,-0.0038895117090184117
73,0.00276220727453913
74,0.005703475336322761
75,-0.002754422022919867
76,0.008725710014947596
77,0.01203599900348784
78,-0.003750934230194236
79,0.001955655206776319
80,-0.00010276532137509786
81,0.0062640134529149405
82,0.004059230194319863
83,-0.0023059915296462785
84,0.004210264075734882
85,-0.004501432486297974
86,0.002042850024912779
87,0.0001012082710513118
88,-0.0041386397608370595
89,-0.006668846537119966
90,0.0013655331340308718
91,0.0002288863976085409
92,0.0011693447932237255
93,0.009557174887892428
94,-0.0012876806178376832
95,-0.0012939088191330494
96,0.001996138515196866
97,8.252366716487991e-05
98,-0.0010634653712008335
99,0.0037338066766319233
100,-9.186596910804035e-05
101,-0.004383096661684016
102,0.005138266068759223
103,0.008731938216243074
104,0.007321250622820075
105,0.004552815146985578
106,-0.0026033881415045146
107,0.007500311410064797
108,0.001472969606377661
109,-0.0003269805680118365
110,0.0038443572496263956
111,-0.0044329222720479455
112,-0.00645864474339819
113,-0.002544220229197869
114,0.003347658196312886
115,0.0027497508719483976
116,0.010011833582461382
117,0.0035033632286994854
118,-0.0005387394120579536
119,0.004471848530144595
120,-0.002861858495266767
121,0.0010665794718485166
122,-0.0015259093173892735
123,0.0016177752864972028
124,0.007374190333831687
125,-0.008043721973094109
126,0.0022826357747882664
127,-0.002922583457897421
128,0.0036092426507224884
129,1.8684603886320872e-05
130,-0.006720229197807681
131,0.0035454035874439294
132,0.0059276905829594995
133,0.004351955655206852
134,0.002525535625311548
135,0.0016893996013951362
136,0.00023200049825633506
137,0.0016458021923269062
138,0.0008361360239164117
139,-0.0008018809167911201
140,0.004493647234678599
141,-0.003174825610363863
142,0.009342301943198739
143,0.004889138016940686
144,0.004339499252615897
145,0.0037618335824615157
146,-0.0021175884404583956
147,-0.0011319755854508617
148,0.0032386646736420888
149,0.003724464374688541
150,0.005910563029397076
151,0.001979010961634331
152,4.6711509716024224e-05
153,0.004007847533632369
154,-0.0008376930742401978
155,0.0013219357249625308
156,0.0035531888390631927
157,0.002103574987543655
158,-0.0015025535625311504
159,0.0001354633781762704
160,-0.0014776407573491301
161,0.006995827105132024
162,-0.00023044344793221594
163,0.001728325859491786
164,0.004602640757349397
165,0.00868989785749874
166,0.004758345789735885
167,0.008453226208271158
168,0.004831527154957493
169,0.0004780144494270777
170,0.0020708769307423713
171,-0.0033009466865969728
172,0.002024165421026569
173,-0.00362325610363734
174,-0.00042507473841546517
175,0.00576264324862974
176,-0.004976332835077257
177,-0.0010681365221724137
178,0.005757972097658159
179,0.0006041355256601877
180,0.0014573991031391342
181,-0.003455094668659564
182,-0.0031670403587443774
183,0.004375311410064864
184,-0.0012534255107126135
185,0.003708893871449681
186,0.00800946686596915
187,0.0007224713502741453
188,0.00464935226706531
189,0.007174887892376747
190,0.009571188340807057
191,0.0036310413552566034
192,0.0017516816143497982
193,-0.007054995017439225
194,0.007248069257598466
195,-0.0002553562531140141
196,0.0033959267563526963
197,0.004697620827105009
198,0.010482062780269086
199,0.0013920029895366781
200,-0.005645864474339901
201,-0.004739661185849453
202,-0.0015009965122073643
203,0.0068541355256602765
204,0.0021580717488789425
205,-0.0026423143996013865
206,-0.0012035999003487952
207,0.005075984055804672
208,-0.006114536621823596
209,0.0035111484803189708
210,0.0023246761335327104
211,0.0006492899850522038
212,-0.0065816517189835055
213,0.003599900348779217
214,-0.0007863104135525933
215,-0.0022468236173392997
216,-0.0008594917787742018
217,0.003764947683109088
218,-0.00267501245640267
219,-0.00029583956153456104
220,-0.0026220727453910575
221,0.007112605879421974
222,-0.0033554434479323714
223,-0.003218423019431871
224,-0.005418535127055368
225,-0.005455904334827899
226,0.0018295341305430979
227,-0.00024289985052339258
228,0.0037431489785747507
229,-0.002335575485799879
230,0.00961945690084709
231,0.0012098281016441614
232,-0.001114848031888438
233,0.0035687593423020525
234,0.0008921898355755964
235,-0.00023667164922769324
236,0.009750249128052002
237,-0.0072745391131041615
238,0.0023667164922770434
239,0.0017314399601393582
240,-0.0007504982561036266
241,-0.002229696063776654
242,0.005494830592924771
243,0.004786372695565477
244,0.0029599526656701736
245,0.008211883408071774
246,0.003833457897359116
247,0.00383190084703533
248,0.004805057299451909
249,0.004451606875934266
250,-0.0008797334329844197
251,-0.006315396113602434
252,-0.00655051071250623
253,-0.005812468858993447
254,-0.004825298953662127
255,-0.002209454409566436
256,-0.0036933233682113764
257,0.006628363228699641
258,0.0031935102142500726
259,-0.001032324364723336
260,0.007260525660189421
261,0.005019930244145598
262,0.006860363726955754
263,0.0023028774289983733
264,0.002337132536123554
265,-0.007383532635774848
266,0.004190022421524664
267,0.002673455406078773
268,-0.00303469108121579
269,0.008275722471350444
270,-0.004123069257598311
271,-0.005648978574987695
272,0.005026158445440965
273,0.0016489162929744783
274,0.005566454907822704
275,-0.004502989536621871
276,0.0046649227703038365
277,-0.0013172645739909505
278,0.0016349028400597376
279,0.0025348779272545974
280,0.0020070378674640343
281,0.0005278400597906741
282,0.00022265819631284156
283,0.004647795216741413
284,0.003182610861983126
285,0.0038661559541605106
286,0.007557922272047879
287,0.006500685102142301
288,0.00221256851021423
289,0.0037369207772796065
290,0.0006212630792229445
291,0.0055057299451918285
292,0.002021051320378664
293,-0.00527684354758351
294,0.0003394369706029021
295,0.0026454285002490696
296,0.001326606875934222
297,-0.0003939337319381897
298,0.0049592052815149446
299,0.005267501245640238
300,0.005367152466367653
301,-0.004576170901843479
302,-0.004295901843547556
303,-0.0030907448928747527
304,0.005745515695067205
305,-0.0017205406078725227
306,0.0030424763328350535
307,-0.0016878425510713502
308,0.006301382660687582
309,-0.0008081091180865974
310,-0.0050432859990034995
311,0.0038692700548081937
312,0.0020132660687595116
313,-0.0013982311908319334
314,0.00023200049825611302
315,-0.003156141006477431
316,-0.0030440333831589506
317,0.008104446935724763
318,0.0068136522172396186
319,-0.0014823119083208214
320,0.005152279521674408
321,0.006427503736920692
322,0.001284566517189778
323,0.0008314648729447205
324,0.0016551444942700666
325,-0.0026905829596411968
326,-0.0007738540109617498
327,0.006027341803687025
328,-0.0016738290981563875
329,0.0031452416542101513
330,0.009071375186845865
331,5.293971101150152e-05
332,-9.49800697558345e-05
333,0.007627989536622026
334,0.0038895117090184117
335,0.005882536123567261
336,0.0033850274040856387
337,0.004118398106626842
338,0.0036170279023418628
339,0.0013172645739909505
340,-0.006620577977080155
341,0.002383844045839578
342,-0.0008610488290980989
343,-0.00836914549078216
344,0.002587817638265877
345,0.0008236796213253461
346,-0.0013795465869455015
347,0.0016458021923267951
348,0.005300199302441633
349,-0.0009155455904334975
350,0.0003690209267562805
351,0.0072122571001494995
352,0.005029272546088648
353,0.01125280269058293
354,0.0024725959142999354
355,-0.0002927254608869889
356,0.010584828101644295
357,0.002041292974588993
358,-0.007726083707025322
359,0.0028789860488289687
360,0.010726519681116153
361,0.004176008968610034
362,0.004549701046337895
363,-0.007034753363228674
364,-0.0036746387643251666
365,0.008023480318883891
366,-0.0020490782262082563
367,-0.0011273044344793925
368,0.008577790234180371
369,0.0043052441454909385
370,-0.00018528898854019982
371,-0.003811659192825223
372,-0.0013203786746387447
373,-0.005946375186846264
374,0.0022156826108621352
375,-0.003056489785750016
376,-0.00216429995017442
377,-0.0008563776781264076
378,-0.005080655206776252
379,0.005793784255107237
380,0.0030222346786248355
381,0.006038241155954305
